English,Hindi,len_eng_words,len_hin_words
the good news,बहत अचछी खबर होगी,3,4
with his father,अपन पिता स था |,3,5
category allahabad,शरणी:इलाहाबाद,3,1
because you see,कयोकि आप दखिय,3,3
criminal organizations nervous,परशान करगा,3,2
and genuinely positive,एव सकारातमक परिणाम आय,3,4
the boston shuffler,बोसटन पर घसीटनवाला,3,3
high level usages,सीमातीय साहितय,3,2
art and culture,कला एवम ससकति,3,3
domestic solar system,घरल सौर परणाली,3,3
so one difficulty,एक कठिनाई,3,2
are fundamentally incompatible,मौलिक रप स अनचित ह,3,5
i can bug,“म कर सकता / सकती ह” कीडा,3,7
we grew up,हमारा विकास अपन चारो ओर की,3,6
class freedom fighter,शरणी:सवततरता सनानी,3,2
because we re understanding,कयोकि हम समझन लग ह,3,5
divine or lawful,धारमिक या वचारिक,3,3
oil refining oil refining,सामानय तल शोधन तथा औदयोगिक गतिविधि,3,7
this transformation,यह बदलाव -,3,3
bhaktpur court skayyar,भकतपर दरबार सकवयर,3,3
search hindi text,हिनखोज,3,1
i m quite optimistic,म इस लकर आशावादी ह,3,5
i ve lost it,“मन दिमाग खो दिया ह,3,5
this doesn t mean,इसका मतलब यह नही,3,4
e mail bt workpermitsdfesgsigovuk,इ मल ः बट3तोरकपरमिटसडङसगसिगोवउक,3,4
legislative level relationship,विधायिका सतर पर समबनध,3,4
on your arm,अपन हाथ प,3,3
only for professionals,कवल पशवर कलाकारो दवारा बनाय गय चितरो स।”,3,8
by making marks,marks on clay in that time,3,7
how gents do,परष कस करत ह,3,4
tel,टलीफोन - 0121 212 3839,3,5
bmc head office,बीएमसी मखयालय,3,2
momothupka tungtup aanre,मोमो थपका तगतप आरी,3,4
laws of cabinet,कबिनट सरकार,3,2
category culture,शरणी:ससकति,3,1
site web,शरणी:web 20,3,2
there it is,य यहा ह,3,4
i told yes,मन कहा जी हा।,3,4
buying on credit,करडिट पर खरीदना,3,3
google search engine,गगल खोज सयतर,3,3
are you,कया आप,3,2
commercial mobile radios,वयावसायिक मोबाइल रडियो,3,3
throwing molotov cocktails,पटरोल बम फक रह थ,3,5
it invites tourists,और य परयटको को आमतरित कर रहा ह,3,8
opposite position missionary,- उलटी मिशनरी पोजीशन,3,4
access from behind,पीछ स परवश,3,3
we ve funded scholarships,छातरवतति परदान की,3,3
with no image,कोई छवि क बिना ।,3,5
class life science,शरणी:जीव विजञान,3,2
do you realize,कया आपको एहसास ह,3,4
were very conscious,बहत सतरक थ,3,3
i was,उस समय म 19 साल की थी,3,7
today s its debut,आज यह पहली बार दिखाया जायगा |,3,7
class indian scientist,शरणी:भारतीय वजञानिक,3,2
blocks have names,बलॉक क नाम होत ह,3,5
section information technology,शरणी:सचना परौदयोगिकी,3,2
not quite,नही ऐसा नही ह,3,6
world news hindi,वरडनयज हिनदी,3,2
importance of veda,वदो का महतव,3,3
category india,शरणी:भारत,3,1
it s particularly important,यह विशष रप स महतवपरण ह,3,6
two nine year periods,नौ महीनो की दो अवधिया जान-बझकर चनी जाती ह,3,9
names of akbar,अकबरनामा,3,1
class map of northpole,शरणी:उततराखणड का भगोल,3,3
catagory space travelers,शरणी:अतरिकष यातरी,3,2
centimeters,सणटीमीटर 16 इच।,3,3
hindi prose writer,हिनदी गदयकार,3,2
we can ask,तब हम पछ सकत ह,3,5
he uttered ram ram,उनक मख स ततकाल राम-राम शबद निकल पडा।,3,8
abhyagat were departed,अभयागतो की विदाई दी गई।,3,5
he says,वह कहता ह :,3,4
pollution and environment,परदषण एव परयावरण,3,3
i also noticed,मन यह भी पाया,3,4
main ime,परमख आईएमई,3,2
insulting are used,अपमानजनक का उपयोग कर,3,4
prabhat news paper,परभात खबर इ_पपर,3,3
they said please,उनहोन कहा “कपा करक,3,4
component of emission,उतसरजन क घटक,3,3
beliefs of koran,करान की मानयताए,3,3
president of america,शरणी:अमरिका क राषटरपति,3,3
establishment of inderaprastha,इनदरपरसथ की सथापना,3,3
to global security,वशविक सरकषा क लिए,3,4
just consuming,काउच पोटटो,3,4
mental illness,nan,3,1
what is masturbation,हसतमथन कया ह,3,3
daily news activist,डली नयज ऐकटिविसट,3,3
till th century,१३ वी शताबदी तक,3,4
north indian food,उततर भारतीय खाना,3,3
called incremental housing,जिस “बढोततरी-आधारित आवास” कह सकत ह,3,8
class indian languages,शरणी:भारतीय भाषाए,3,2
hijabs inside themselves,nan,3,1
are actually children,वो बचच ह,3,3
such a shame,कि यह बहत शरम की बात ह कि,3,8
that can unlock,जो पट खोल सकती ह,3,5
we use puppetry,हम कठपतलियो का इसतमाल करत ह।,3,6
if you re low income,यदि आपकी निमन-आय ह,3,4
and also this,और यह भी,3,3
series history of india,शरणी:भारत का इतिहास,3,3
somehow he did,किसी तरह उनम यह कषमता थी,3,6
through state parks,राजिय पारको म,3,3
e mail bt workpermitsdfesgsigovuk,इ मल ः बट5तोरकपरमिटसडङसगसिगोवउक,3,4
private health care,निजी सवासथय दखरख,3,3
and with tears,आसओ स उपहार,3,3
they say too,वह कहत भी ह,3,4
a unique lake,एक अनपम झील,3,3
,,3,3
writers from bengal,शरणी:बागला साहितयकार,3,2
indias global treasury,भारत की लोक निधि,3,4
this is scarlett,य सकारलट ह,3,3
very important stages,मखय मापदड,3,2
because unlike god,कयोकि भगवान की तरह,3,5
then by cooperating,तो साझदारी स,3,3
one tiny inch,एक छोटा सा कदम,3,5
character of mahabharat,महाभारत क पातर,3,3
muktabodha digital library,मकतबोध डिजिटल पसतकालय,3,3
kanpur nagar district,कानपर नगर जिला,3,3
barabanki land case,बाराबकी भमि परकरण,3,3
india s parliamentary house,भारत का ससद भवन।,3,4
category mystical poet,शरणी:छायावादी कवि,3,2
harvey mason,हारव मसन,3,3
south indian food,दकषिण भारतीय खान,3,3
olivia huh huh,ओलिविया हह हह,3,3
resting chair position,आराम करसी पोजीशन,3,3
everybody bought them,और हर कोई उस खरीदता था ।,3,7
microsoft s indik im,माइकरोसाफट का इणडिक आईएमई,3,4
and then finally,और आखिर म,3,3
of this conflict,इस सघरष स,3,3
this high energy radiation,यह ऊरजा विकरण,3,3
he keeps organizing,वो लोगो को सगठित करत रह,3,6
and even fantasies,और कलपनाओ म भी बदलत ह |,3,7
and one opportunity,और एक अवसर था,3,4
go to bed,और फिर सोन जाऊ |,3,5
who killed patients,जिनहोन कई रोगियो को मार दिया,3,6
they were responding,व जवाब द रह थ,3,5
had parts,म १८००० भाग थ |,3,5
mobile marketing association,मोबाइल विपणन सघ,3,3
solar gas heater,सौर वाय उषमन,3,3
jaiminia branch,जमिनीय-शाखा।,3,1
around the problem,इस समसया क आसपास खडा किया गया ह,3,8
category memory,शरणी:समति,3,1
the researchers found,शोध- करताओ न पाया कि,3,5
arm chair position,हतथाकरसी पोजीशन,3,2
revolting against authority,सतता क खिलाफ बगावत।,3,4
she s desperately poor,य बहद गरीब ह।,3,4
other useful contacts,अनय उपयोगी सपरक,3,4
using probability theory,परोबबिलिटी थयोरी क जरिय,3,4
class islam dharm,शरणी:इसलाम धरम,3,2
why it s said,कि कयो य कहा जाता ह कि,3,7
persistent creative empowered,दढ रचनातमक अधिकारिक ह,3,4
to fundamentally reframe,की सरकार म मलरपी नयी सरचना हो,3,7
pakistan muslim league,पाकिसतान मसलिम लीग,3,3
from economic terms,आरथिक रप म,3,3
microsoft s indic ime,माइकरोसाफट का इणडिक आईएमई,3,4
effect on health,सवासथय परभाव,3,2
mahabharata incomparable epic,महाभारत: अनपम कावय,3,3
series taj mahal,शरणी:ताजमहल,3,1
as a boy,बचपन म,3,2
takes our tool,जिसम हमार उपकरण क दवारा,3,5
eric le baron,एरिक ल बारोन,3,3
the uttar pradesh,य उततर परदश स ह।,3,5
vivekananda center kanyakumari,विवकाननद कनदर कनयाकमारी,3,3
an anonymous administrator,एक गमनाम सचालक,3,3
a cheese sandwich,एक पनीर सडविच।,3,3
fixed decision takes,1 तीवर तथा कठोर निरणय ल सकती ह,3,8
and sure enough,और बशक,3,2
because of course,कयकि जरर,3,2
approximately words,लगभग १० हजार शबद ।,3,5
or customs,या कोई रसमो-रिवाज ह,3,5
malik mohammed jayasi,मलिक मोहममद जायसी,3,4
homework is stressful,होमवरक तनावपरण ह,3,3
aww thank you,ओह धनयवाद |,3,3
signature of mahadevi,महादवी क हसताकषर,3,3
secondary pollutants include,दवितीयक परदषको म शामिल ह:,3,5
we ve encountered joggers,हमारा सामना हआ ह लोगो स,3,6
serving no purpose,जो कि किसी काम का नही था ।,3,8
gujarati food cuisine,गजराती खाना,3,2
topic indian history,शरणी:भारत का इतिहास,3,3
ime of cafehindi,कफहिनदी का आईएमई,3,3
there s just blame,बस इलजाम ह ।,3,4
and to sam,और सम को भी,3,4
can come together,एक साथ बठकर,3,3
child maintenance bonus,अगर आप को या फिर आप क साथ रहन वाल बचच को शारिरिक धोका या फिर मानसिक कठीनाई हो तो आप को बचच की दखभाल क लिए मदद मिलन क लिए अरजी नही भरनी चाहिय,3,36
as a storyteller,एक कहानीकार क रप म पहचानी थी |,3,8
pressures on nature,परऋति पर दबाव,3,4
it s spreading virally,यह अति तज रफतार स सकरामक रप स फल रहा ह |,3,12
case closed,मामल वही समापत,3,4
towards the religion,धरम क परति,3,3
learning from ramayana,रामायण की सीख,3,3
they are live,उसका सीधा परसारण होगा,3,4
have already discovered,समझ लिया ह,3,3
susamskritham,सससकतम,3,1
now get this,अब य सनिए:,3,3
has changed profoundly,अब मलभत रप स बदल गया ह,3,7
and good behavior,को पररित करन क नाम पर,3,7
of microorganisms inside,को विकसित कर सक |,3,5
be defined,1 परिभाषित हो,3,3
public interest petitions,जनहित याचिकाए,3,2
that s the question,परशन असल म य ह।,3,5
look this too,इनह भी दख,3,3
nisha nimantran,निशा निमतरण,3,3
who knows,कौन जानता ह,3,4
what s the story,“कहानी कया ह”,3,3
mahabharata,महाभारत,3,3
and the weight,और वजन,3,2
today s silver coins,ततकालीन चादी की मदरा,3,4
policy maker,३- नीति निरमाता,3,3
belonging to inkalaab,इनकलाब स ताललक,3,3
american man,' ' तम अमरिकी,3,5
it is helpless,वो परी तरह स निरीह ह,3,6
and then through,और उसक बाद,3,3
she was mesmerized,वो मतरमगध हो गयी थी |,3,6
as dr,जसा कि डा,3,4
so these robots,तो यह रोबोट,3,3
classification mahadevi verma,शरणी:महादवी वरमा,3,2
hanuman reached sita,हनमान सीता क पास पहच।,3,5
called psychotria viridis,परजाति की एक बटी क साथ मिलाया जाता ह।¥,3,9
so be careful,तो सतरक रहिए,3,3
series padma bhushan,शरणी:२००१ पदम भषण,3,3
of the universe,बरहमाड क,3,2
germany broadcasting corporation,जरमनी बराडकासटिग कारपोरशन,3,3
section deity,शरणी:दवी-दवता,3,1
his focus is,उसका धयान किया जाता ह।,3,5
by the doctors,डॉकटरस हमार ऊपर छोड रह थ,3,6
history of diwali,दीपावली का इतिहास,3,3
picture large lesson,चितर:मोटा पाठ,3,2
enable be changed,सकषम होत ह बदलत ह,3,5
and i understood,और म समझ गयी कि,3,5
this means mouse,इसका मतलब ह चहा,3,4
of our circumstances,हम हमारी परिसथिति स पीडित ह |,3,7
air quality index,वाय गणवतता सचकाक,3,6
can see warming,गरमी दिखाई दगी,3,3
index of presidents,अमरिका क राषटरपतियो की सची,3,5
so fingers crossed,तो आशा ह सब अचछा हो |,3,7
in every temperature,हर तापमान म,3,3
was cartoon characters,वो ह कारटन चरितरो की डराइग।,3,6
category pedhma bhushan,शरणी:पदम भषण,3,2
that s them rolling,य व ह अगरबततिया बनात हए,3,6
category ganga river,शरणी:गगा नदी,3,2
why use triangles,तो तरिभज का इसतमाल कयो कर,3,7
tell a woman,एक सतरी को बता दीजिय बस,3,6
are prepaid phones,परीपड फोन ह,3,3
punctured his lung,फफडो म छद हो गया,3,5
why so few,थोड स कयो,3,4
in northwestern england,उततर-पशचिमी इगलड म,3,3
nepal external ministry,नपाली विदश मनतरालय,3,3
this method minimized,सीएनएन क यौतब क राषटरपति क बहस,3,7
unification of rajasthan,राजसथान का एकीकरण,3,3
dreadful thumbs down,भयानक नीच अगठा,3,3
to research,अनसधान क परति रखी -,3,5
leg plane position,पद जहाज पोजीशन,3,3
is a game changer,मददा बदलन की सभावना स ओत-परोत ह।,3,7
basic composition history,मल कावय रचना इतिहास,3,4
but sometimes,लकिन कभी कभी,3,3
effect on copd,copd पर परभाव,3,3
entry from behind,पीछ स परवश,3,3
is actually india,असल म भारत ह।,3,4
google translation,गगल टरासलितरशन,3,3
delhi s visiting place,शरणी:दिलली क दरशनीय सथल,3,4
on january th,29 जनवरी को,3,3
on the planet,इस धरती पर।,3,3
this industrial relic,यह औदयोगिक अवशष,3,3
we made,हमन ऐस ३०००० मोटर बनाए।,3,5
khushi nagar district,कशीनगर जिला,3,2
and less helpless,और कम असहाय हए,3,4
isolation of world,तषणा का तयाग,3,3
types of matches,मच क परकार,3,3
a smoldering grief,सलगता मातम,3,2
bma has expanded,बी०एम०ए० का विसतार हअा।,3,4
of copyright compliance,कॉपी-राइट क दायर म रह कर काम करन को,3,9
class religious book,शरणी:धरमगरनथ,3,1
ravindranath thakur,रवीनदरनाथ ठाकर,3,4
pashtun,पशतन,3,3
city bhopal,भोपाल,3,1
in countries,१७ दशो म,3,3
i gulp,म हरानी जताता,3,5
bat and ball,बट और गद,3,3
i just observed,म सिरफ धयान स दखता था,3,6
introduction of cricket,करिकट का परिचय,3,3
because commercial companies,कयोकि वयावसायिक कपनिया,3,3
swami vivekananda s lectures,सवामी विवकाननद क भाषण,3,4
and they may,और वो कर सकत ह |,3,6
winning matters,जीत मायन रखती ह,3,5
is not evolution,विकास नही ह,3,3
islam s golden age,इसलाम का सवरण यग,3,5
watch still more,और दखिय,3,2
or our livelihoods,और रोजीरोटी गायब हो जाती ह,3,6
educators gamers filmmakers,शिकषको gamers फिलम निरमाताओ,3,4
hp,हप:,3,3
by personal broadcasting,वयकतिगत परसारण |,3,3
but not violent,पर हिसक नही ह |,3,5
there s teodorin obiang,फिर टओडोरिन ओबीयाग ह।,3,4
france nepal info,फरानस नपाल इनफो,3,3
currently silver currency,ततकालीन चादी की मदरा,3,4
and social justice,और सामाजिक नयाय की मा की,3,6
ambedkar nagar district,अबदकर नगर जिला,3,3
now it s exploded,और अब तो उसक बिना कछ होता ही न।,3,9
sreni hindi,शरणी:हिनदी,3,1
father of ahswathama,अशवथामा क पिता।,3,3
william kamkwamba thanks,विलयम कमकवामबा: शकरिया|,3,3
ram s story enactment,राम लीला,3,2
a wordless blame,अलफाज रहित दोष,3,3
joseph mary jesus,जोसफ मरी इसा,3,3
handwriting of mahadevi,महादवी क हसताकषर,3,3
created new opportunities,नय अवसर पदा करन लगी,3,5
of spiritual experience,और वो ह आतमिक अनभव,3,5
to do nothing,कछ भी नही करना।,3,4
unnecessary usages,अपमानजनक का उपयोग कर,3,4
also see these,इनह भी दख,3,3
category religious scriptures,शरणी:धरमगरनथ,3,1
imagination creativity innovation,रचनातमक कलपना शकति स भर नवीन,3,6
several for me,मझ कई सीख मिली,3,4
was excruciating vulnerability,वो थी बहत दरदनाक अतिसवदनशीलता,3,5
hindi wictionary,हिनदी - हिनदी विकषनरी,3,4
may sound strange,शायद कछ अजीब लग,3,4
back in,२००५ म।,3,2
pota act,3पोटा एकट 2002,3,3
s and s,पचास और साठ का दशक,3,5
also contains methoxydimethyltryptamine,उसम भी मिथोकसी डाईमिथाईल टरीपटामाईन होती ह।,3,7
as a population,कि यह समह ह,3,4
chini ka roja,चीनी का रोजा,3,3
than by compassion,सवदनशीलता की तलना म,3,4
we want soundbites,हम बयान चाहिए |,3,4
the hands on classes,कई ककषाए बनद कर दी ह,3,6
chhattisgadh news,छततीसगढ नयज,3,3
this particular property,अब यह विशष गण ह।,3,5
harvest witness smoke,गवाहो की फसल काट लो धआ ह,3,7
sarson ka saag,सरसो का साग,3,3
my students said,मर छातरो न कहा,3,4
and i realized,और मझ एहसास हआ,3,4
and very precisely,और बहत सटीकता स |,3,5
certainly that s true,निशचित तौर प य सच ह,3,6
weekly hindi news,सापताहिक हिनदी समाचार,3,3
division in karmakand,करमकाणड म वरगीकरण,3,3
into your college,अपन कॉलज म मत लाना।”,3,5
and interactive animations,और इटरकटिव मदरचितरण ह।,3,4
city of rajasthan,राजसथान क शहर,3,3
which is indirectly,जो अपरतयकष ह ।,3,4
the green movement,हरी कराति न,3,3
wk um,व क: अम-,3,3
what we do,हम कया करत ह,3,4
what matters here,जो यहा मायन रखता ह,3,5
perhaps not,शायद नही,3,3
rajasthan patrika,राजसथान पतरिका,3,3
in the brain,वह भी मसतिषक म।,3,4
press and information,सचना तथा परस,3,3
mahabharata,महाभारत,3,3
three more people,तीन और आ जात ह,3,5
rule in nepal,१९२० की नपाली राजशाही,3,4
he generated neurons,उनहोन नयरॉनस उतपनन किय,3,4
unionization of rajasthan,राजसथान का एकीकरण,3,3
in public space,आकाकषाओ को सारवजनिक रप स बाट सक।,3,7
class cultural literature,शरणी:ससकत साहितय,3,2
row software,शरणी:सॉफटवयर,3,1
class hindu religion,शरणी:हिनद धरम,3,2
he would say,व कहत ह,3,3
it s a self portrait,यह एक आतमचितर था,3,4
creating the,'द ९९'।,3,2
effect on intestine,पटीय ततमयता पर परभाव,3,4
in these children,40 परतिशत तक कम ह,3,5
see also this,यह भी दख,3,3
recession of kauthum,कौथम-शाखा और,3,2
the advantages,लाभ,3,1
introduction of life,जीवन परिचय,3,2
one person wins,एक वयकति विजयी होता ह,3,5
years ago,चालीस हजार साल पहल,3,4
category mythology,शरणी:पराण,3,1
chini kam,चीनी कम,3,5
theory of power,शकति पथककरण का सिदधात,3,4
jaishankar prasad,जयशकर परसाद,3,3
category agra,शरणी:आगरा,3,1
not just poor,गरीब स नही,3,4
hindu religion itihas,हिनद धरम का इतिहास,3,4
navjot singh sidhu,-नवजोत सिह सिदध,3,3
about population statistics,जनसाखयिकी,3,1
indian prime minister,भारत क परधानमतरी,3,3
is divine empathy,दवता स समानभति की उममीद करत ह ।,3,8
fog in cairo,करो म धध,3,3
in october,अकटबर २०१० की बात ह,3,5
member of parliament,४- ससद का नता,3,4
through a membrane,झिलली स बाहर निकालता ह,3,5
government of nepal,नपाल सरकार,3,2
fame and accolade,खयाति और सममान,3,3
solar water pump,सौर जल-पमप,3,2
love and pleasure,और आनद चाहिए |,3,4
struggled with school,उन सब को सकली पढाई म दिककत हई थी ।,3,10
lakhimpur kheri district,लखिमपर खरी जिला,3,3
hindustan news,हिनदसथान समाचार,3,3
is the railways,रलव होता ह,3,3
googlecom english hindi,गगल शबदकोश अगरजी-हिनदी,3,4
pilgrim and pilgrimage,तीरथ एव तीरथ यातरा,3,4
is i understand,जो मई समाज रहा ह,3,5
teach themselves biotechnology,अगरजी म खद को जीव-तकनीकी,3,6
has simply disappeared,आसानी स गायब हो गया ह |,3,7
new dna collection,नया डीएनए सगरह,3,3
works of premchand,परमचनद की रचनाए,3,3
his theory states,उनका सिदधात वयकत करता ह,3,5
with technology today,कया कछ सभव हो सकता ह |,3,7
we don t know,हम नही जानत।,3,3
categories of ministers,मतरियो की शरणिया,3,3
nothing more,और कछ नही,3,5
establishment of indraprastha,इनदरपरसथ की सथापना,3,3
reference and hinges,सदरभ और टीका,3,3
fax,ऋऐकस - 01473-276327,3,3
so this work,तो यह परियोजना,3,3
class nuclear scientist,शरणी:परमाण वजञानिक,3,2
mumbai sex museum,मबई यौन सगरहालय,3,3
network based compilers,जाल आधारित सकलक,3,3
mauritius hindi literature,मारिशस का हिनदी साहितय,3,4
work regarding bill,विधायिका सबधी कारयवाही,3,3
what we need,हम चाहिए,3,2
is about opossums,ओपपोससम क बार म ह |,3,6
fame and awards,खयाति और सममान,3,3
but sadly today,मगर दखद ह कि आज,3,5
comes running in,दौडत हए आया,3,3
city bareli,बरली,3,1
equestrian or mounted,-घडसवार,3,1
,0808 808 7777,3,3
i m experiencing nothingness,“म शनयता का अनभव कर रहा ह”,3,7
they were fantastic,वह विलकषण थ,3,3
i love it,मझ यह पसद ह |,3,5
united nation conference,सयकत राषटर क सममलनो,3,4
we re becoming desensitized,हम असवदनशील हो रह ह |,3,6
day and night,दिन और रात,3,3
where a divide,जहा दो परकार क वयकतियो को,3,6
category independence fighter,शरणी:सवततरता सनानी,3,2
special educational provision,विशष सकल,3,3
know about islam,इसलाम क विषय म जान,3,5
news about nepal,नपाल की खबर,3,3
you may argue,आप शायद कह,3,3
ekant sangeet,एकात सगीत,3,3
these are summarised,इनको उदातत अनदातत ऒर सवारित क नाम स अभिगित किया गया ह।,3,12
all the ingredients,व सभी सामान मौजद ह,3,5
on strong government,एक ताकतवर शासन क लिय।,3,5
in,22300 म स 1,3,4
on their consumption,अपनी उपभोग की वसतओ पर |,3,6
of these filters,अजान ह |,3,3
they re not events,न ही य आज शर हआ कोई खल ह।,3,9
vote on account,err:510,3,1
indian microsoft ime,माइकरोसाफट का इणडिक आईएमई,3,4
bleeding after menopause,मीनपाज रजोनिवति क बाद खन का आना,3,7
devotional or intentional,धारमिक या वचारिक,3,3
in the meantime,और इस बीच,3,3
and other species,और दसरी परजातिया,3,3
my self confidence grew,मरा आतम विशवास बढता गया |,3,6
doordarshan serial mahabharat,दरदरशन धारावाहिक महाभारत,3,3
outpatient waiting times,बाहरी रोगीयो का परतिकषा समय,3,5
,020 7383 3555,3,3
to be change agents,बदलाव क कारक होन की,3,5
look here also,यह भी दखिए,3,3
the next step,अगला कदम,3,3
imi of cafehindi,कफहिनदी का आईएमई,3,3
cardiac pet scans,य कारडियक pet सकन ह,3,5
our home himalalya,हिमालय हमारा घर ।,3,4
modern poets,आधनिक कवि:७,3,3
is this one,यह ह,3,2
around important feelings,खास भावनाओ स जोडा जाता ह,3,6
or gleeful calamity,या फिर असफलता की ओर।,3,5
pure distilled water,शदध आसव पानी।,3,3
constitution of council,परिषद का गठन,3,3
and similar topography,और इसी तरह की सथलाकति,3,5
organized courts,11 एकीकत नयायपालिका,3,3
enwrought with gold,सोन क साथ बना हआ हो,3,6
akbar in boyhood,लडकपन म अकबर,3,3
but won t ask,लकिन पछग नही |,3,4
in other words,दसर शबदो म,3,3
fort tourism authority,किला परयटन विभाग क अधिकार म,3,6
india dialogue,सवाद भारती,3,2
division of vedas,वदो का विभाजन,3,3
google indic translitration,गगल इणडिक टरासलिटरशन,3,3
about words,लगभग १० हजार शबद ।,3,5
freedom and spread,सवततरता और विसतार,3,3
hindi language newspaper,शरणी:हिनदी भाषा क समाचार पतर,3,5
,,3,5
it s about context,यह सदरभ क बार म ह,3,7
in the mid s,90 क दशक क मधय म,3,6
so our model,तो हमारा तरीका ह,3,4
taking formal action,औपचारिक कारयवाही करना,3,4
its images photography,उसकी तसवीर फोटोगराफी,3,3
summer will see,गरमी दिखाई दगी,3,3
if you believe,यदि आप मानत ह कि,3,5
sexually open fearless,सकसअली खल विचारो की ह डर स पर ह,3,9
of military rule,फौजी शासन म था।,3,4
at times execution,और कभी कभी तो कतल या सजा-ए-मौत भी।,3,8
i m a performer,म एक कलाकार ह |,3,5
cities of rajasthan,राजसथान क शहर,3,3
and they re different,और वो अलग अलग ह,3,5
probability and statistics,सभावना-विजञान और साखयिकीय।,3,3
are hiv positive,hiv सकरमित ह,3,3
i love that,मझ य अचहा लगता ह,3,5
disputable unproven articles,विवादासपद अनिरमित सामगरी,3,3
mobiles far connections,मोबाइल दरसचार,3,2
look around you,अपन आसपास दखिय |,3,4
reverse missionary position,उलटी मिशनरी पोजीशन,3,3
what actually matters,वासतव म असर होता ह,3,5
and most recently,और अभी हाल ही म,3,5
sanhita,सहिता,3,3
but no faces,पर चहरो कि नही,3,4
participants of mahabharat,महाभारत क पातर,3,3
he s my donor,यही मझ दान दत ह।,3,5
confidence is key,आतमविशवास महतवपरण ह |,3,4
gita with language,गीता पर भाषय,3,3
section google services,शरणी:गगल सवाए,3,2
google indic transliteration,गगल इणडिक टरासलिटरशन,3,3
poor people themselves,जिन गरीबो क लिय वो काम करना चाहत ह।,3,9
world religious conference,विशव धरम महासभा,3,3
man s creative violence,इसानी हिसा की कलाकारी पर,3,5
the epistemologically anxious,एपीसटमोलोजिकली एनसकस,3,2
e mail customrelworkpermitsdfesgsigovuk,इ-मल चसटोमरलतोरकपरमिटसडङसगसिगोवउक,3,2
my only weapon,मरा एकमातर शसतर थ,3,4
grade former portuguese colony,शरणी:परव परतगाली कालोनी,3,3
you see insects,दखिय य कीट-पतग,3,3
main himalaya mountain,सकखा हिमाली पषठभमि,3,3
rrb,393 ),3,3
introduction to life,जीवन परिचय,3,2
invaded our lives,हमार जीवन को घर लिया,3,5
we numb joy,हम आनद को सनन कर दत ह ।,3,8
thank you,धनयवाद,3,2
representative of dharma,धरम क परति,3,3
totally enveloped me,मझ परी तरह घर लिया था |,3,7
babies and children,नवजात शिश और बचच,3,4
their groundbreaking technology,उनकी उननतिशील तकनीक,3,3
manchester m an,अनचहसटर 12 4आण,3,3
disputes and critics,विवाद और आलोचना,3,3
the earth itself,जमीन पर,3,2
pilgrim and pilgrimage,तीरथ एव तीरथ यातरा,3,4
the elephant headed god,भगवान गजानन - हाथी क सर वाल भगवान की कहानी,3,10
and finally baldness,और अत म गजापन क बावजद,3,6
introduction to rss,आर एस एस स परिचय,3,5
class births,शरणी:1942 births,3,2
reason for sexual,मथन क कारण,3,3
the hummingbird hawk moth,हमिगबरड हौक-मोथ,3,5
class religious books,शरणी:धरमगरनथ,3,1
to work together,साथ मिलकर काम करन की,3,5
at stanford involved,सटनफोरड क ऊषमपरवगिकी विभाग को शामिल किया,3,7
types of match,मच क परकार,3,3
by uday mahurkar,उदय मारकर दवारा,3,3
ime by cafehindi,कफहिनदी का आईएमई,3,3
uttarpradesh oldest city googlebook,dr ashok kumar singh),3,4
race for that,क लिए भागदौड,3,3
for risk decisions,ऐस खतरो स भर निरणय लन म,3,7
paper terrorists israel,कागज और आतकवाद और इजराइल पर लख,3,7
uninvited uninvited,बिना निमतरण बिन बलाय -,3,5
class west bengal,शरणी:पशचिम बगाल,3,2
between the traditions,मधय सथित अतर पर चरचा की,3,6
looks like humans,जो इसानो की तरह लगती ह,3,6
which has happened,जो हआ ह,3,3
and then some,सब सपसट हो जाता था |,3,6
you wretched weaklings,और कमजोर मनहसो,3,4
argentina france,अरजटीना फरास -,3,3
be a mentor,मारगदरशक बनिय,3,2
so in,इसीलिए 2006 म,3,3
dokallahandvukhandviundhiyundal thokalibataka paunaa,ढोकला हाडवो खाडवी उनधीय दाळ ठोकळी बटाका पौआ,3,8
growth in intercourse,सतभन विकास,3,2
stationery was donated,stationary भी दान स आती थी,3,7
your information centre,आपका माहिती कनदर,3,8
category veda,शरणी:वद,3,1
weekly hindi bulletin,सापताहिक हिनदी समाचार,3,3
before the genocide,मीडिया स की जा रही थी,3,6
withdrawal of services,सवाओ स मकत करना,3,4
and personalizing education,और वयकतिगत शिकषा म,3,4
certainly not autistic,सवलीन था ही नही,3,4
should be statistics,साखयिकीय होना चाहिय।,3,3
it s about passion,यह जनन क बार म ह,3,6
chinese characters,कम स कम १५०० चीनी चिनह।,3,6
say a tedtalk,जस कोई टड वारता,3,4
it s also understanding,और य समजदारिभी ह,3,5
what really mattered,कया महततवपरण था,3,3
himala news paper,हिमाल खवर पतरिका,3,3
world sanskrit committee,लोकरग सासकतिक समिति,3,3
see also this,इनह भी दख,3,3
cervical smear test,सरवीकल समीयर परीकषण,3,7
as i ve worked,मन काम किया ह,3,4
hell ponytail alone,या तमहारी चटिया ना आ जाए,3,6
imperialism and colonization,सामराजयवाद और उपनिवशन,3,3
is chaos happens,nan,3,1
and live differently,और अलग तरह स जी पान की दन।,3,8
network base collector,जाल आधारित सकलक,3,3
high quality video,सतरीय और उचच गणवतता का विडियो,3,6
wk watts,व क: 12 वाट|,3,4
