English,Hindi,len_eng_words,len_hin_words
<start> . category country . <end>,<start> शरणीदश <end>,4,1
<start> also look at these <end>,<start> इनह भी दख <end>,4,3
<start> with a fill in the blank sentence <end>,<start> रिकत सथान भरो  वाकय बनाया  <end>,4,7
<start> said allah s book <end>,<start> फरमायाअललाह की पसतक <end>,4,3
<start> and make an icosahedron . <end>,<start> और इस स एक आप न समदधिबाह चतषफलक   बना सकत ह। <end>,4,12
"<start> i wrote a book , <end>","<start> मन एक किताब लिखी , <end>",4,4
"<start> from yayati , came puru . <end>",<start> ययाति स पर हए। <end>,4,4
<start> you were certifiably insane . <end>,<start> आप निशचय ही पागल ह। <end>,4,5
<start> historic philadelphia city hall <end>,<start> ऐतहासिक फिलाडलफिया सिटी हॉल <end>,4,4
"<start> social , ubiquitous and cheap . <end>","<start> सामाजिक ,  सरवसव और ससता . <end>",4,4
<start> its topography is flat . <end>,<start> इसकी सथलाकति सपाट ह। <end>,4,4
"<start> is an interesting one , <end>",<start> बहत रोचक ह <end>,4,3
"<start> and they said , yeah ! <end>","<start> और उनहोन कहा ,   हा ! <end>",4,4
<start> category buddha religion <end>,<start> शरणीबौदध धरम <end>,4,2
<start> the unknown must be . <end>,<start> वो चीज जो हम जानत नही . <end>,4,6
<start> when i got out <end>,<start> जब म बाहर आया <end>,4,4
<start> elders came to me <end>,<start> बडबढ मर पास आय <end>,4,4
<start> . sole is immortal . <end>,<start> .  आतमा अजरअमर ह <end>,4,4
<start> you could feel secure <end>,<start> आप सरकषित महसस कर सकत ह <end>,4,6
<start> surdas s compositions in cognition <end>,<start> सरदास की रचनाए अनभति म <end>,4,5
<start> parkinson s disease . <end>,<start> पारकिनसन रोग <end>,4,2
<start> grade united state of america <end>,<start> शरणीसयकत राजय अमरिका <end>,4,3
<start> kalpana chawla family foundation . <end>,<start> कलपना चावला फाउडशन परिवार <end>,4,4
"<start> pitch , wicket and grease . <end>",<start> पिच विकट और करीज <end>,4,4
<start> were kind of interesting . <end>,<start> मर लिए बहत दिलचसप थी . <end>,4,5
<start> viswanathan anand chess grandmaster <end>,<start> विशवनाथन आनद शतरज गरडमासटर <end>,4,4
<start> for applications like construction . <end>,<start> निरमाण जस अनपरयोगो क लिए भी इसतमाल कर सकत ह| <end>,4,10
<start> rajasthan has districts . <end>,<start> राजसथान म  जिल ह  <end>,4,6
"<start> but , the issue is <end>","<start> लकिन ,  मददा यह ह <end>",4,4
<start> it s understanding that gesture . <end>,<start> वह सकत समझ रहा ह। <end>,4,5
<start> pull up the photos . <end>,<start> और फोटो निकालना वगरह सीखन का मौका मिलगा । <end>,4,9
"<start> jean nouvel , shigeru ban , <end>",<start> और   की डिजाइन की हई <end>,4,7
<start> at every period <end>,<start> हर अवधि म  <end>,4,4
<start> importance of literature history <end>,<start> मल कावय रचना इतिहास <end>,4,4
<start> president obama understands that . <end>,<start> राषटरपति ओबामा इस बात को बिलकल समझत ह। <end>,4,8
<start> class map of uttar pradesh <end>,<start> शरणीउततर परदश का भगोल <end>,4,4
<start> to use a stove . <end>,<start> नही आता होगा . <end>,4,3
<start> which do respond exactly <end>,<start> जो अचछी तरह स परतिकरिया दती ह <end>,4,7
"<start> that is our regime , <end>","<start> वो ह हमारी अपनी शासन पदधति स , <end>",4,7
<start> on the informational devices . <end>,"<start> सचना दन वाल यतर पर , <end>",4,5
"<start> and so i said , <end>","<start> तो मन कहा , <end>",4,3
<start> index of devotional poets <end>,<start> भकत कवियो की सची <end>,4,4
<start> i had a choice . <end>,<start> मर पास एक विकलप था | <end>,4,6
<start> which was crushing skulls <end>,<start> फटबाल क मदान म कधो स कध मिलाकर <end>,4,8
"<start> american president election , <end>",<start> अमरिका का राषटरपति चनाव  <end>,4,5
<start> presidency of haripura congress <end>,<start> हरीपरा कागरस का अधयकषपद <end>,4,4
"<start> mahadevi literature library , ramgad <end>",<start> महादवी साहितय सगरहालय रामगढ <end>,4,4
<start> he also wrote poems . <end>,<start> वह कविता भी लिखा करत थ। <end>,4,6
<start> world religion general assembly <end>,<start> विशव धरम महासभा <end>,4,3
<start> and this changes gradually . <end>,<start> और य भी बदल रहा ह। <end>,4,6
"<start> inside a d printer , <end>",<start> एक   डी परिटर क अदर <end>,4,6
<start> topic people of bengal <end>,<start> शरणीबगाल क लोग <end>,4,3
"<start> through their own genius , <end>","<start> अपनी खद की बमिसाल सोच स , <end>",4,6
<start> minicom <end>,<start> मिनिकॉमः <end>,4,3
<start> had instances of knowledge <end>,<start> मन लोगो क पारमपरिक जञान का इसतमाल किया था <end>,4,9
<start> a global innovation fund <end>,"<start> ऐसी ही नवपरवरतन निधि की जो कि विसव सतर पर काम कर , <end>",4,12
<start> muslims traditions and culture <end>,<start> मसलमानो क करतवय और शरियत <end>,4,5
"<start> unfortunately , violent action <end>","<start> दरभागय स ,  हिसक परतिकरिया <end>",4,4
"<start> technology as something empowering , <end>","<start> सशकत बनान म परौदयोगिकी की भमिका , <end>",4,6
<start> which are always active <end>,<start> जो कि हमशा सकरीय ह <end>,4,5
<start> that s the second landmark . <end>,<start> य दसरा चिहन ह ! <end>,4,4
"<start> public relations office , gwalior <end>",<start> जनसमपरक कारयालय गवालियर <end>,4,3
<start> this belongs to maharashtra . <end>,<start> य महाराषटर स ह। <end>,4,4
<start> so seawater reverse osmosis <end>,<start> तो समदरी जल रिवरस ओसमोसिस स <end>,4,6
<start> authority of supreme court <end>,<start> सरवोचच नयायालय का कषतराधिकार <end>,4,4
<start> the hold on hinduism <end>,<start> हिद धरम स लगाव <end>,4,4
<start> is a membrane filtration technology . <end>,<start> एक झिलली फिलटरशन परौदयोगिकी ह . <end>,4,5
<start> that s the easy thing . <end>,<start> य तो था आसान काम। <end>,4,5
<start> effectiveness in our lives <end>,<start> और सारथकता स हमार जीवन को भर द <end>,4,8
<start> category life science <end>,<start> शरणीजीव विजञान <end>,4,2
<start> class god and goddess <end>,<start> शरणीदवीदवता <end>,4,1
<start> thank you very much . <end>,<start> आप का बहत बहत धनयवाद। <end>,4,5
"<start> and develop marketable products , <end>","<start> बाजार क लायक उतपाद बनाय , <end>",4,5
<start> what has blown up . <end>,<start> जो फट चका ह . <end>,4,4
<start> education is so essential . <end>,<start> शिकषा अनिवारय ह। <end>,4,3
"<start> we listen to differences , <end>","<start> हम अतर को सनत ह , <end>",4,5
<start> political parties oh boy . <end>,<start> राजनतिक पारटिया  बाप र ! <end>,4,5
"<start> los angeles , united states <end>",<start> लॉस एजिलिस सयकत राजय <end>,4,4
"<start> which is , effectively , recognition . <end>",<start> जो ह सवीकार करना | <end>,4,5
<start> . claim form <end>,<start> अरजी का फॉरम भर सकत ह  . <end>,4,8
<start> that keeps constant temperature . <end>,<start> जो तापमान को सथिर रखता ह . <end>,4,6
<start> managed by the people . <end>,<start> लोगो क दवारा सचालित होन लगा | <end>,4,7
<start> wouldn t get the money <end>,<start> को पस नही मिलग <end>,4,4
<start> new old windows <end>,<start> नय परान झरोख <end>,4,4
<start> the revolution is happening . <end>,<start> कराति हो रही ह | <end>,4,5
<start> from different countries . <end>,<start> जो कि  अलग दशो स ह। <end>,4,7
"<start> gyanamratam veda , aranya <end>",<start> जञानामतम  वद अरणय <end>,4,4
<start> and pioneer germ fighters <end>,<start> और अगरणी रोगाणनाशको क बार म . <end>,4,6
<start> between men and women <end>,"<start> आदमी और औरत क बीच , <end>",4,5
<start> sofomo news editor <end>,<start>   समाचार सकलक <end>,4,4
"<start> markus fischer yeah , sure . <end>","<start> मरकस फिशर हा ,  जरर . <end>",4,4
<start> that i have tested <end>,<start> जिनका मन परिकषण किया ह <end>,4,5
<start> and what happens next ? <end>,<start> अब आग कया होगा ? <end>,4,4
<start> principle of power distribution . <end>,<start> शकति पथककरण का सिदधात <end>,4,4
<start> dainik jagran number <end>,<start> दनिक जागरण नमबर  <end>,4,4
<start> field diameter is normally <end>,<start> मदान का वयास सामानय होता ह। <end>,4,6
<start> . hinduism spells unity . <end>,<start> .  हिनदतव एकतव का दरशन ह <end>,4,6
<start> i ve spent my career <end>,<start> म अपन करियर खरच किया ह <end>,4,6
"<start> it s about them , plural . <end>","<start> य उन दोनो की ह ,  बहवचन बन गई ह . <end>",4,9
<start> of africa s fundamental problems . <end>,<start> अफरिका क मल समसयाओ का नही . <end>,4,6
<start> in the violent atmosphere <end>,<start> इस आतक क वातावरण म निभा सकत ह <end>,4,8
"<start> use the rebus principle , <end>","<start> रिबास सिदधात का उपयोग करती ह , <end>",4,6
<start> bahuth din beete <end>,<start> बहत दिन बीत <end>,4,4
<start> phone <end>,<start> फोन ः <end>,4,4
<start> dispute on video ranking <end>,<start> वीडियो रकिग पर विवाद <end>,4,4
"<start> and that means permissionless , <end>","<start> और इसका मतलब अनमति स मकत  , सवततर , <end>",4,7
<start> coming in between progress <end>,<start> .  गतिवरोध पदा होना <end>,4,4
<start> under the brooklyn bridge <end>,<start> बरकलिन पल  क नीच <end>,4,5
<start> dainik jagaran november <end>,<start> दनिक जागरण नमबर  <end>,4,4
<start> but we as adults <end>,<start> लकिन वयसको की तरह हम <end>,4,5
<start> amar ujala navin <end>,<start>  <end>,4,2
<start> rajya sabha members pravadhan <end>,<start> राजय सभा म मनोनीत सदसयो का परावधान ह <end>,4,8
<start> pictures of vrindavan s deepawali <end>,<start> वनदावन की दीपावली की तसवीर <end>,4,5
<start> looking down over pasadena . <end>,<start> पासाडना की तरफ दखन पर। <end>,4,5
<start> national message . targeted individuals . <end>,<start> राषटरीय सदश .  लकषित वयकति . <end>,4,4
<start> sachin tendulkar is great <end>,<start> सचिन तडलकर उभयहसत ह। <end>,4,4
<start> when you re not there . <end>,<start> जब आप वहा नही होत . <end>,4,5
<start> a rrb mainstream transport <end>,<start> क  मखयधारा की यातायात  . <end>,4,6
"<start> like love and compassion , <end>","<start> परम और करणा की तरह , <end>",4,5
<start> it may still exist <end>,<start>    . <end>,4,4
<start> akbars capital is sikandara <end>,<start> अकबर का मकबरा सिकदरा <end>,4,4
<start> about being a man . <end>,<start> ह परष होन क बार म| <end>,4,6
<start> politics <end>,<start> राजनीति   <end>,4,3
<start> these are massive machines . <end>,<start> य विशालकाय तनतर ह . <end>,4,4
<start> so what s the data ? <end>,<start> तो डटा कया ह ? <end>,4,4
<start> that was easy . ok . <end>,<start> यह तो आसान था .  ठीक ह . <end>,4,6
<start> pillars of islam <end>,<start> इसलाम क  सतमभ <end>,4,4
<start> an ultralight indoor flying model <end>,<start> एक बहत हलका अनदर उडन वाला नमना <end>,4,7
<start> it gets way better . <end>,<start> य और भी बहतर हो जाता ह| <end>,4,7
<start> was a big investor <end>,<start> एक बहत बड निवशक था <end>,4,5
<start> forgiveness is supreme <end>,<start> माफ कर दना सबस बडी महानता ह  <end>,4,8
<start> modern poet <end>,<start> आधनिक कवि <end>,4,3
<start> proposal of non belief . <end>,<start> अविशवास परसताव <end>,4,2
<start> science and just observation <end>,<start> विजञान और सही अवलोकन <end>,4,4
<start> that s what he heard . <end>,<start> उसन य सना था । <end>,4,5
<start> in that area alone . <end>,<start> सिरफ उस कषतर म . <end>,4,4
<start> why should it ? <end>,<start> पर ऐसा होता कयो ह  ? <end>,4,6
<start> is the light footprint . <end>,<start> वोह था हलका पदचिहन . <end>,4,4
<start> in this learning exercise . <end>,<start> इस सिखलाई की कवायद म . <end>,4,5
<start> turns on the lights . <end>,<start> उन बततियो को जलात ह . <end>,4,5
<start> escaped from house arrest <end>,<start> नजरकद स पलायन <end>,4,3
<start> of what we do . <end>,<start> हमार काम क बार म | <end>,4,6
<start> to percent . <end>,<start> स    परतिशत। <end>,4,4
<start> i believe in you . <end>,<start> मझ तम पर भरोसा हो। <end>,4,5
<start> but absolutely no baloney . <end>,<start> बलोनी बिलकल नही . <end>,4,3
<start> even in the womb . <end>,<start> गरभ म भी <end>,4,3
<start> islamic rule in <end>,<start>  म इसलामी समराजय। <end>,4,4
<start> other types of cricket <end>,<start> करिकट क अनय परकार <end>,4,4
<start> i wouldn t have to . <end>,<start> तो मझ नही बनान पडत। <end>,4,5
<start> jsa and voluntary work <end>,<start> झशा और वोलनटरय काम <end>,4,4
"<start> and to understand that , <end>","<start> वह समझन क लिए , <end>",4,4
<start> teaching children road safety <end>,<start> बचचो को सडक सरकषा क बार म सीखाना  . <end>,4,9
"<start> puran poli , ambat varan <end>",<start> परण पोळी आबट वरण <end>,4,4
"<start> nowadays , is the newspaper . <end>","<start> आजकल क समय म  ,  समाचार पतर ह . <end>",4,8
<start> your call . your call . <end>,<start> आपका चनाव| आपका चनाव| <end>,4,4
<start> and in this slide <end>,<start> और इस पषठ पर <end>,4,4
<start> he brought him up . <end>,<start> उसी न उसका पालनपोषण किया। <end>,4,5
<start> rrb identify controls <end>,<start> ब  नियनतरणो   की पहचान करना <end>,4,9
<start> entry into freedom fight <end>,<start> सवततरता सगराम म परवश और कारय <end>,4,6
<start> the history of diwali <end>,<start> दीपावली का इतिहास <end>,4,3
<start> how did that feel . <end>,<start> मझ उस समय कसा लगा . <end>,4,5
<start> we re all biased <end>,<start> हम सभी पकषपाती ह  <end>,4,5
"<start> with the age old poetry , <end>","<start> का मिशरण सदियो परानी कविता स कर क , <end>",4,8
<start> a classic whodunnit ? <end>,<start> आखिर कौन ह आग  ? <end>,4,5
<start> indian constitution <end>,<start> भारतीय सविधान <end>,4,4
<start> indore news <end>,<start> इनदौर नयज <end>,4,3
<start> navabharath times network place <end>,<start> नवभारत टाइमस का जालसथल <end>,4,4
<start> they look extremely stupid . <end>,<start> तो वो भी बवकफाना बात करत ह। <end>,4,7
"<start> and this frustrated me , <end>",<start> और यह बात मझ सताती थी <end>,4,6
<start> is a childish game . <end>,<start> एक बचकान खल जसा ह। <end>,4,5
"<start> people were suggesting ideas , <end>","<start> लोग सझाव द रह थ , <end>",4,5
<start> maayboli roman devnagari script <end>,<start> मायबोली का रोमन  दवनागरी लिपयनतरण समपादितर <end>,4,7
<start> history of hindu religion <end>,<start> हिनद धरम का इतिहास <end>,4,4
<start> . category nepal <end>,<start> शरणीनपाल <end>,4,1
"<start> hindu temple , sri lanka <end>",<start> हिद मदिर शरी लका <end>,4,4
<start> there s an inherent inadequacy <end>,<start> एक सवाभाविक विशिषटता ह कि <end>,4,5
<start> and it s very common <end>,<start> और अकसर हम <end>,4,3
<start> plains of the ganga <end>,<start> गगा का मदान <end>,4,3
"<start> now clearly , david livingstone <end>","<start> अब सपषट रप स ,  डविड लिविगसटोन <end>",4,6
"<start> that are perfectly reasonable , <end>","<start> जो कि परी तरह स उचित ह , <end>",4,7
<start> government had no budget . <end>,<start> सरकार क पास कोई  नही था <end>,4,7
<start> and they both laughed . <end>,<start> और फिर वो दोनो हसन लग । <end>,4,7
"<start> the festivals , the markets , <end>","<start> तयोहार ,  बाजार <end>",4,2
<start> you can t quite stop . <end>,<start> और बरक लगाना भी नही जानत। <end>,4,6
<start> and there s an orchid <end>,<start> और एक ऑरकिड  ह <end>,4,6
<start> this is not trivial . <end>,<start> यह मामली नही ह | <end>,4,5
<start> fax <end>,<start> फकस ः               . <end>,4,5
<start> to anyone but myself <end>,"<start> किसी क लिए भी नही ,  बस अपन लिए <end>",4,8
<start> on the somber note . <end>,<start> पर शरआत की थी| <end>,4,4
<start> is that we allow <end>,<start>  इसका उपाय यह ह कि <end>,4,6
"<start> you ll expand your vocabulary , <end>","<start> आपका शबदकोष बढगा , <end>",4,3
<start> that we ll address that . <end>,<start> कि हम उन की परती कर . <end>,4,6
<start> you can t catch me . <end>,<start> तम मझ नही पकड सकत . <end>,4,5
<start> at any acceptable cost . <end>,<start> किसी भी कीमत पर। <end>,4,4
"<start> everyone has contributed something , <end>",<start> सभी न कछ न कछ सहयोग परदान किया था  <end>,4,10
<start> yuninagari problem free devanagari typewriter <end>,<start> यनिनागरी  बिना तामझाम का दवनागरी टाइपराइटर <end>,4,7
<start> the hundreds of thousands <end>,<start> हजारो लाखो <end>,4,2
<start> how much majority required <end>,<start> . कितना बहमत चाहिए <end>,4,3
<start> creating millions of views . <end>,<start> और करोडो न इस दखा ह। <end>,4,6
<start> you don t need computers . <end>,<start> आपको यहा तक कि कपयटरो की जररत नही ह। <end>,4,9
<start> phone <end>,<start> फोनः             . <end>,4,3
<start> hindu dharma by sreni <end>,<start> शरणीहिनद धरम <end>,4,2
<start> as a nice example <end>,<start> एक अचछा उदहारण <end>,4,3
"<start> profits made , prophets ignored . <end>","<start> सथापित पयगबर ,  उपकषित पयगबर . <end>",4,4
<start> to browse the book . <end>,<start> इस तरह अधयायो स जा सकत ह | <end>,4,8
"<start> because it s so cold , <end>","<start> कयोकि यहा इतनी ठणडी ह , <end>",4,5
<start> they had the compassion <end>,<start> उनक पास जजबा था <end>,4,4
<start> sant kabir nagar district <end>,<start> सत कबीर नगर जिला <end>,4,4
<start> the human being played <end>,<start> इनसानो की <end>,4,2
<start> this is about vision <end>,<start>       . <end>,4,7
<start> category rivers of bihar <end>,<start> शरणीबिहार की नदिया <end>,4,3
<start> to celebrate our diversity . <end>,<start> और अपनी विविधताओ का जशन मनाना होगा। <end>,4,7
<start> the regular dental visit <end>,<start> नियमित दत परीकषण <end>,4,3
"<start> moving around the world , <end>","<start> दनिया भर म चलता ह , <end>",4,5
<start> i ve spent my life <end>,<start> म अपना जीवन बिताया ह <end>,4,5
<start> china s attack on india <end>,<start> चीन दवारा भारत पर हमला <end>,4,5
"<start> more than , jobs <end>",<start>  हजार स भी जयादा रोजगार पदा किय ह <end>,4,9
<start> seen five million times . <end>,<start> और यह    लाख बार दखा गया। <end>,4,7
<start> they re using their hands . <end>,<start> वो अपन हाथो का इसतमाल करत ह | <end>,4,8
<start> expressions of all humans . <end>,<start> मानवीय अभिवयकति ह <end>,4,3
<start> from denial and apathy <end>,<start> इनकार और उदासीनता स <end>,4,4
"<start> but even by , <end>",<start> लकिन  तक <end>,4,3
"<start> it s not an action , <end>",<start> यह एक करिया नही ह <end>,4,5
"<start> now , even lower emissions ! <end>","<start> अब ,  कम एमिशन भी ! <end>",4,4
"<start> she has a cabinet , <end>","<start> उसका अपना मतरिमडल ह , <end>",4,4
<start> we took our data <end>,<start> हमन अपना डाटा लिया <end>,4,4
<start> when men on top <end>,<start> जब परष उपर हो <end>,4,4
<start> rajya sabha s federal abstract <end>,<start> राजय सभा क गर सघीय ततव <end>,4,6
<start> prime minister of india <end>,<start> भारत क परधानमतरी <end>,4,3
<start> of those baby neurotransmitters . <end>,<start> जस कि बचचो क नयरोटरासमिटर। <end>,4,5
<start> for the maximum reproduction <end>,<start> अधिकतम परजनन क लिए <end>,4,4
<start> and erupting from pockets <end>,<start> जो उन पॉकटस स <end>,4,4
<start> families need the help . <end>,<start> परिवारो को मदद की जररत ह . <end>,4,6
<start> inside of a classroom . <end>,<start> कलासरम क अदर। <end>,4,3
<start> how we are born . <end>,<start> हम पदा कस होत ह । <end>,4,6
"<start> steeped in humanistic values , <end>","<start> जो कि मानवीय मलयो स ओतपरोत ह , <end>",4,7
<start> united state of america <end>,<start> सयकत राजय अमरिका <end>,4,3
<start> they don t like that <end>,<start>     .       . <end>,4,10
<start> it s a reasonable statement . <end>,<start> यह एक उचित कथन ह . <end>,4,5
<start> loksabha member of uttarpradesh <end>,<start> उततर परदश क लोकसभा सदसय <end>,4,5
"<start> clack , clack , clack , clack . <end>",<start> कलक कलक कलक कलक कलक कलक <end>,4,6
<start> throwing bomb in assembly <end>,<start> असबली म बम फकना <end>,4,4
<start> nepal an introduction <end>,<start> नपाल एक परिचय <end>,4,4
<start> thank you so much . <end>,<start> बहतबहत धनयवाद। <end>,4,2
<start> mainly by ignoring politics <end>,"<start> मखयतः जररी राजनतिक आकलन को नजरअदाज कर क , <end>",4,8
"<start> to police a user , <end>","<start> एक यजर की निगरानी म खरच हो , <end>",4,7
<start> so far in <end>,<start> लोगो को गर काननी ढग स <end>,4,7
"<start> even in inviting me , <end>",<start> और बहत सार काम <end>,4,4
"<start> where it is diagnosed , <end>","<start> जहा डॉकटर जाच करत ह , <end>",4,5
<start> the belief s of quran <end>,<start> करान की मानयताए <end>,4,3
<start> that s a lovely idea . <end>,<start> य कितना सनदर विचार ह . <end>,4,5
<start> starting point or origin . <end>,<start> उदगम <end>,4,1
<start> why this concession ? <end>,<start> ऐसी रियायत कयो  ? <end>,4,4
<start> it was highly controversial . <end>,<start> तब यह बहद विवादासपद था। <end>,4,5
"<start> crouching tiger , hidden dragon . <end>","<start> कराउचिग टाइगर ,  हिडन डरगन <end>",4,4
<start> of celebration and unity . <end>,<start> आनद और एकता क लिए . <end>,4,5
<start> or sometimes with nothing . <end>,"<start> और कई बार ,  बिना कछ कमाय भी। <end>",4,7
<start> life full of disagreement . <end>,<start> मतभद भरा जीवन <end>,4,3
<start> and especially our name . <end>,<start> और खास कर हमारा नाम | <end>,4,6
<start> nasa special service award <end>,<start> नासा विशिषट सवा पदक <end>,4,4
<start> or should they not ? <end>,<start> या उनह नही करना चाहिए ? <end>,4,5
<start> big data and information <end>,<start> बड आकड और जानकारी <end>,4,4
<start> meaning of record court . <end>,<start> अभिलख नयायालय का अरथ <end>,4,4
<start> can become a bridge <end>,<start> एक पल का निरमाण कर सकती ह  <end>,4,8
<start> together in this environment . <end>,<start> और इस वातावरण म साथ जड हए ह। <end>,4,8
<start> genre hindu religion <end>,<start> शरणीहिनद धरम <end>,4,2
<start> with a successful economy ? <end>,<start> एक सफल अरथवयवसथा क साथ ? <end>,4,5
<start> and . . . spectators goal ! <end>,<start> और <end>,4,4
<start> muslims read the namaaz <end>,<start> नमाज अदा करत मसलमान। <end>,4,4
<start> bachchan s nine sections archanaolly <end>,<start> बचचन रचनावली क नौ खणड <end>,4,6
<start> this platform still exists . <end>,<start> य मच आज भी बना हआ ह। <end>,4,7
<start> and we ve rendered something <end>,<start> और हमन ऐसी चीज तयार करी ह <end>,4,7
<start> posts premchand s release ticket <end>,<start> परमचद पर जारी डाकटिकट| <end>,4,4
<start> nasa clean air study <end>,<start> नासा सवचछ वाय अधययन <end>,4,8
<start> included in secondary pollutant . <end>,<start> दवितीयक परदषको म शामिल ह <end>,4,5
<start> is to identify sites <end>,<start> उन वबसाइटो को पहचान लिया जाय <end>,4,6
<start> to fly a smartbird . <end>,<start> समारटबरड को उडन की . <end>,4,4
<start> note these as well <end>,<start> इनह भी दख <end>,4,3
<start> layered and high quality video <end>,<start> सतरीय और उचच गणवतता का विडियो <end>,4,6
<start> you tube video upload <end>,<start> यटयबपर वीडियो अपलोड <end>,4,3
<start> jaisurya played matches . <end>,<start> जयसरया     मच खल चक ह। <end>,4,6
<start> my soldiers ! <end>,<start> मर वीरो  ! <end>,4,3
"<start> so , these stone pillars <end>","<start> तो ,  यह पतथर सतभ <end>",4,4
"<start> she was a homemaker , <end>","<start> वह एक गहिणी थी , <end>",4,4
<start> does this matter ? <end>,<start> कया यह चिता का विषय ह  ?   . <end>,4,8
<start> for the first time . <end>,<start> पहली बार दख रह ह . <end>,4,5
<start> city of likampur kheri <end>,<start> लखिमपर खरी जिला <end>,4,3
<start> thank you very much . <end>,<start> आपका बहत बहत धनयवाद। <end>,4,4
"<start> to say , they exist . <end>","<start> यह बतान क लिए कि , उनका भी असतितव ह। <end>",4,8
<start> bahari kariyan <end>,<start> बाहरी कडिया <end>,4,2
<start> sanskrit software and hardware <end>,<start> ससकत साफटवयर एव उपकरणः <end>,4,4
<start> later it got translated <end>,<start> बाद म इनह अनदित या रपानतरित किया गया। <end>,4,8
<start> process of vedic sound <end>,<start> वदिक सवर परकरिया <end>,4,3
<start> are incredibly smart birds . <end>,<start> बहत जयादा बदधिमान होत ह। <end>,4,5
<start> thank you very much . <end>,<start> आपका बहत बहत धनयवाद  . <end>,4,5
<start> our cars have sensors <end>,<start> हमारी कार म ससर  लग ह <end>,4,6
<start> the nigerian government transferred <end>,<start> निजरियाई सरकार न <end>,4,3
<start> lesson state administration <end>,<start> पाठ   राजय कारयपालिका <end>,4,4
<start> chitwne royal national park <end>,<start> रॉयल चितवन राषटरीय उदयान <end>,4,4
<start> it s us who act <end>,<start> य हम सब ही ह <end>,4,5
<start> and we were talking <end>,<start> और हम बात कर रह थ <end>,4,6
"<start> and said , i won . <end>","<start> और एलान कर डाला ,   म जीत गया । <end>",4,8
<start> free nhs dental treatment <end>,<start> मफत णःश दातो का इलाज <end>,4,5
<start> it is not there . <end>,<start> नही ह। <end>,4,2
<start> category grammy award winner <end>,<start> शरणीगरमी परसकार विजता <end>,4,3
<start> what will you say ? <end>,<start> तो आप कया कहग  ? <end>,4,5
<start> notes swatantrata sainani <end>,<start> शरणीसवततरता सनानी <end>,4,2
<start> resources the specimens <end>,<start> ससाधन  नमन <end>,4,3
<start> they were very conscious . <end>,<start> व बहत सतरक थ  . <end>,4,5
<start> when women on top <end>,<start> जब महिला उपर हो <end>,4,4
<start> but the beauty is <end>,<start> मगर सबस बढिया बात य ह कि <end>,4,7
<start> and i think back . <end>,<start> और म याद करन लगता ह | <end>,4,7
<start> the astronomers and cosmologists <end>,<start> खगोलजञ तथा बरहमाणडजञ <end>,4,3
<start> no hindi text availabe <end>,<start>  सभवत इनक जीवन का सरवाधिक परशषनीय वरष रहा और भारत म उस समय की सबस अधिक आय अरजित करन वाली चार फिलमो म इनहोन सटार कलाकार की भमिका निभाई। <end>,4,30
<start> imagine a big explosion <end>,<start> सोचिय एक बड विसफोट क बार म <end>,4,7
<start> is you re a storyteller . <end>,<start> कि तम कहानी जसी बात करती हो <end>,4,7
<start> a huge strategic asset . <end>,<start> एक बडी सामरिक समपनति बन गया ह . <end>,4,7
<start> and maybe you thought <end>,<start> और शायद आपन सोचा <end>,4,4
<start> into a one buttock company . <end>,<start> एककलह वाली कपनी म . <end>,4,4
<start> and go even faster <end>,<start> और जलदी बढना चाहत ह <end>,4,5
<start> can you go there ? <end>,<start> कया आप वहा जा सकत ह <end>,4,6
<start> life would be wonderful . <end>,<start> जीवन कितना खशनमा हो जाएगा । <end>,4,6
<start> category states of india <end>,<start> शरणीभारत क राजय <end>,4,3
"<start> because in the end , <end>","<start> कयोकि आखिर म , <end>",4,3
<start> than if you re outdoors . <end>,<start> आप क बाहर खल म सकरमित होन स जयादा होती ह <end>,4,11
<start> and advancements and improvements ? <end>,<start> और परगति और सधार ? <end>,4,4
<start> akbar s history on kasba <end>,<start> अकबर का इतिहास कसबा पर <end>,4,5
<start> this is a photograph <end>,<start> यह एक तसवीर ह <end>,4,4
<start> webduniya samachar <end>,<start> वबदनिया समाचार <end>,4,2
<start> this is tensor imaging . <end>,<start> यह टनसर इमजिग ह <end>,4,4
"<start> ah , isn t that cool ? <end>",<start> कया यह अचछा नही ह ? <end>,4,5
"<start> well , a poor understanding . <end>",<start> ततर की कम समझ <end>,4,4
<start> he is only remembered . <end>,<start> उसका धयान किया जाता ह। <end>,4,5
<start> and now my mission <end>,<start> और अब मर मिशन <end>,4,4
<start> mugal e azam <end>,<start> मगलएआजम <end>,4,3
<start> by accumulating and precipitating <end>,<start> खनिजो को जमा कर <end>,4,4
<start> some of these problems <end>,<start> इन समसयाओ म स कछ ह <end>,4,6
<start> public solar light system <end>,<start> सारवजनिक सौर परकाश परणाली <end>,4,4
<start> suta ki mala <end>,<start> सत की माला <end>,4,4
<start> okay . so i m smiling . <end>,<start> ठीक ह | तो म मसकरा रहा ह | <end>,4,9
<start> of that small idea . <end>,<start> इस छोट स विचार पर। <end>,4,5
"<start> utter and complete openness , <end>",<start> निरी और परी तरह खलापन <end>,4,5
<start> category world war <end>,<start> शरणीविशवयदध <end>,4,1
<start> on an individual basis . <end>,<start> भी दख ह और आपको <end>,4,5
<start> not to solve it . <end>,<start> हल नही कर रह ह . <end>,4,5
<start> lesson . organizational executions . <end>,<start> पाठ   सघीय कारयपालिका <end>,4,4
