English,Hindi,len_eng_words,len_hin_words
the un belivable one,ईशवरीय चमतकार,4,3
it has six features,- इसकी 6 विशषताए ह,4,5
it s gangs like,यह गिरोह ह जस -,4,5
falling down and disintegrating,ऊपर स गिरकर बिखर गया,4,5
let us celebrate diversity,विविधता का सममान कर।,4,4
my god it s unbelievable,ह भगवान सोच पाना भी मशकिल ह,4,7
stephanie monk cbe,सटफनी मौक सी बी ई,4,7
it s a great cover,इस किताब क शानदार कवर पर,4,6
category   uttar pradesh,शरणी:उततर परदश,4,2
and the desalination process,दी-सलिनशन परकरिया म,4,3
and in that light,और उस परकाश म,4,4
quality modeling of air,वाय की गणवतता मॉडलिग,4,4
and assembling cube like structures,घन आकार जस सरचना को बना सकत ह|,4,8
how religions handle art,धरम कला को कस चलात ह,4,6
have a disability,- विकलागता ह,4,3
but also the gods,बलकि दवताओ पर भी लाग होता ह ।,4,8
he disagreed he felt,उनहोन इसका विरोध किया उनह लगा,4,6
it s particularly important,यह विशष रप स महतवपरण ह -,4,7
have seen these also,यह भी दख,4,3
except without the controversy,विवाद को छोडकर,4,3
have terrible infrastructure,वहा बनियादी सविधाए भी खसताहाल ह।,4,6
series presented by sahithya academy,शरणी:साहितय अकादमी दवारा सममानित,4,4
it s about human connection,य मानवीय सबधो क बार म ह,4,7
gita language  aadi sankaracharya,गीताभाषय - आदि शकराचारय,4,4
located on hudson street,हडसन सटरीट पर सथित,4,4
and instinctively transform them,और उस सवाभाविक रप स ऐस दरशयो म परिवरतित कर दत ह,4,12
and i referenced that,ओर मन सदरभित किया,4,4
by their behavioral assessments,सामन नही आ सकत थ,4,5
of what s being described,जो बतायी जान वाली चीज क बार म|,4,8
hindi writer and editor,हिनदी सपादक तथा वरतनी जाचकरता,4,5
members of minorities,अलपसखयक जाति वरग,4,3
that s    years ago,यह 25 साल पहल ह,4,5
i ve always been advised,म इस बात पर जोर द कि,4,7
disconcerted by its otherness,उसक अलग चरितर स परशान होकर,4,6
in just five years,सिरफ पाच सालो म,4,4
how the sun rises,सरज उग कस रहा ह,4,5
it s called dark matter,जिस हम डारक मटर कहत ह,4,6
to shut your eyes,कि अपनी आख बद कीजिए,4,5
purana discusses incarnation stories,पराण-साहितय म अवतारवाद को परतिषठित किया गया ह।,4,8
the threat in fact,असल खतरा य ह कि,4,5
in a bloodstained continent,कवल यही लोग थ जिन पर,4,6
my news,मरी खबर,4,2
and i told her,और उनस कहा,4,3
as they possibly can,जितना सभव हो ”,4,3
solar photo voltaic programme,सौर फोटो वोलटायिक कारयकरम,4,4
ime of cafe hindi,कफहिनदी का आईएमई,4,3
like i care right,जस मझ बहत फरक पडा हो।,4,6
mahabharath  unparalled writing,महाभारत: अनपम कावय,4,3
why we were born,हम कयो पदा हए ।,4,5
they cremated their ancestors,उनहोन अपन परवजो का अतिम ससकार किया।,4,7
the question is why,सवाल ह कय,4,4
so let s decrypt it,तो चलो इस डिकरिपट करत ह,4,6
all over the world,पर विशव म,4,3
so the awesome story,शानदार कहानी य ह:,4,4
species of orchids,परजातिया ह -,4,3
solar workshop of sun,आदितय सौर कारयशालाए,4,3
in the christian view,एक परचारक ह,4,3
in the ancient world,पराचीन कल म,4,3
of over       prisoners,जिसम हजारो मजरिम थ,4,5
webudaipur information about udaipur,वबउदयपर उदयपर क बार म जानकारी,4,7
why we sometimes misunderstand,कयो हम गलत समझ जात ह,4,6
in a polynesian language,एक पोलिनशियाई भाषा म,4,4
with that of portugal,परतगाल क बराबर ह,4,4
if you are happy,अगर आप खश ह,4,5
that s been so important,य इतना महतवपरण हो गया ह,4,6
category  indian cricket player,शरणी:भारतीय करिकट खिलाडी,4,3
the summer of,की गरमी,4,3
shounak   branch and,शौनक-शाखा और,4,2
the way of awadhi,मल अवधि क,4,3
start the story with,कहानी की शरआत करो,4,4
think about seat belts,सीट बलट क बार म सोच |,4,7
note this as well,यह भी दख,4,3
and engineers from upenn,साथ भी काम कर रह ह,4,6
he also made akbarnama,उसन अकबरनामा की भी रचना की थी।,4,7
a lot of hurdles,बहत सारी बाधाय ह।,4,4
to profit from corruption,अनचित मौक,4,2
to    students,पर    छातरो को -,4,5
i was building things,म सामान बनाती थी,4,4
when we thought masiosare,जब हमन सोचा मसिओसर,4,6
a yes,हा,4,2
d   nhs dental treatment,ढ11णhश डनटल टरअटमनट,4,14
literature across the borders,सीमातीय साहितय,4,2
everyone s got an opinion,हर किसी क अपन विचार होत ह |,4,8
a multi million dollar project,एक मलटी-मिलियन डॉलर का परोजकट लाए,4,6
five dollars six dollars,पाच छः डॉलर ।,4,4
mahadevi varma s essay literature,महादवी वरमा का गदय साहितय,4,5
this is not,यह नही ह,4,4
topic   personal life,शरणी:वयकतिगत जीवन,4,2
tyre   poetic features,सर-कावय की विशषताए,4,3
indian literature collection pramchan,भारतीय साहितय सगरह म परमचद,4,5
laying in the grass,घास म लट हए,4,4
in the civilized world,सभय जगत म आप भल कही भी हो |,4,9
can you see it,कया आप इस दख सकत ह,4,6
it have    states,इसक    राजय ह:,4,4
how male does it,परष कस करत ह,4,4
it s very harsh conditions,यह बहद कठोर सथिति ह ।,4,6
race equality new laws,नय कानन नसली समानता,4,4
a means of liberation,एक जरिया आजादी का,4,4
and most of all,और सबस बडी बात,4,4
what those obstacles are,कि वो कया रकावट ह,4,5
cost rs,कीमतः 8 800 र,4,4
culture of the vedas,वदिक ससकति,4,2
to the digital world,डिजिटल दनिया स जोड सकता ह ”,4,7
terrorists of the country,राजय आतकवाद,4,2
and says  shake hands,और कहती ह “हाथ मिलाइय।,4,5
we re understanding in fact,हकीकत म हम समझन लग ह,4,7
to override our feelings,य हमार अहसासो को रदद कर सकता ह |,4,9
with permission of president,2 राषटरपति की अनमति हो,4,5
noise from road vehicles,सडक पर वाहनो स शोर,4,6
pota act,3 पोटा एकट 2002,4,3
mahabharata,महाभारत,4,4
determines in the end,अत म निरधारित करता ह,4,5
mobile internet device,मोबाइल इटरनट उपकरण,4,4
facts related to ramayana,रामायण स समबधित तथय,4,4
cnn s yotube s president s debate,सीएनएन क यौतब क राषटरपति क बहस,4,7
is an extraordinary grandmother,एक महान दादी मा ह।,4,5
who smile so frequently,जो इतना मसकरात ह,4,4
awards honour and identity,परसकार सममान और पहचान,4,4
the world  is objective,'ससार' लकषय-निरधारित ह तारकिक ह,4,5
of palestinians and israelis,फिलिसतीनी और इजराइली - दोनो लोगो की -,4,8
doesn t always equal complicated,मतलब हमशा उलझाऊ नही होता।,4,5
engraved on shahjahan s grave,शाहजहा की कबर पर खदा ह,4,6
so i read slowly,तो म धीर-धीर पढन लगी,4,5
they fully embraced vulnerability,उनहोन परी तरह अपनी अतिसवदनशीलता को अपनाया।,4,7
to see the machine,वाशिग मशीन दखन क लिए |,4,6
to control and predict,नियतरण करना और अनमान लगाना।,4,5
in hundreds of places,वो भी सकडो अलग अलग जगहो पर।,4,7
as you reduce r,जब r कम होता ह|,4,5
so what scientists do,तो साइसटिसट कया करत ह कि,4,6
in your local newspaper,आपक सथानीय अखबार या,4,4
but for many years,मगर कई सालो तक,4,4
when i was,जब म 11 साल का थी,4,6
the doordarshan serial mahabharata,दरदरशन धारावाहिक महाभारत,4,3
no lack of audience,यहा कला-परमियो की कमी भी नही ह।,4,7
are going to pass,य निकल जायग,4,3
won t violate the trust,विशवास को तोड नही सकता,4,5
to keep pushing forward,हम हदय की योजना का विकास करन क लिए,4,9
in this letter,jawaharlal nehru refers to his seven terms in prison,4,11
modern hindi language s history,आधनिक हिदी गदय का इतिहास,4,5
these are the trees,य पड ह।,4,3
herbie hancock  thank you,हरबी हनकॉक: धनयवाद,4,3
and that i think,और म सोचता ह,4,5
and in the process,और इस परकरिया म,4,4
enjoy your food,nan,4,1
nor in international experts,और अतरराषटरीय विदो म पसा लगान क बजाय,4,8
so what s my wish,तो मरी कया इचछा ह,4,5
so the college works,तो कॉलज म,4,3
hindi literature in fiji,फीजी का हिनदी साहितय,4,4
to this man box,और इस मरदान डिबब म,4,5
most of the time,अधिकाश समय,4,2
social and political discussion,सामाजिक और राजनीतिक बहस,4,4
to reject a student,कि किसी विदयारथी को इसलिय दाखिला न मिल,4,8
rabindaranath biograohy nobel foundation,रवीनदरनाथ जीवनी nobel foundation,4,4
it s always about taste,वो हमशा पसनद क अनसार चलत ह ।,4,8
you re generalizing it s wrong,आप साब को एकजसा मानत ह य तो गलत ह,4,11
times,25 000 गणा 400,4,3
uninagari devnagiri typewriter without arrangement,यनिनागरी : बिना ताम-झाम का दवनागरी टाइपराइटर,4,7
india was independent,दश सवततर था,4,4
which contains an exploit,जिसम एक एकषपलोइत ह,4,4
sculpture painting and installation,मरतिकला चितरकला और सथापना,4,4
indian breeds of camels,ऊट की भारतीय नसल,4,4
a few weeks ago,अभी कछ हफत पहल ही,4,5
that makes us beautiful,जो हम सनदर बनाती ह,4,5
because using the camera,कमर क परयोग क कारण,4,5
of inequality among people,क असमानता कि,4,3
i started in,1999 म मन,4,3
no security no prospect,न सरकषा न ही कोई भविषय।”,4,6
and here s the thing,और दखन वाली बात य ह।,4,6
and the last example,और आखरी उदाहरण क लिए,4,5
vedic period and yadnya,वदिक काल और यजञ,4,4
sex or drugs,कोई जिसमानी मामला या फिर नशा -,4,7
social fund crisis loans,सामाजिक निधी और छरिसिस lओअनस,4,5
about nine years ago,नौ साल पहल,4,3
compared to the driver,नतीज लायगा,4,2
coke s global campaign slogan,कोक क विशववयापी अभियान का नारा ह,4,7
geographical raise of pakistan,पाकिसतान का भ-उतथान,4,3
to recoup his money,इस कमी को परा करन क लिए,4,7
brief of hindi unicode,हिनदी यनिकोड पाठसगरह,4,4
bahari kariya,बाहरी कडिया,4,2
he is meditated upon,उसका धयान किया जाता ह।,4,5
the wheel of time,समयचकर,4,1
along this moonscape like landscape,ऐस इलाक म जहा लग रहा था कि चाद पर पहच गय ह,4,13
there googa is portray,इसी परकार गगा-मढिया भी परतयक गाव म बनी मिलती ह,4,11
category   hindu religion,शरणी:हिनद धरम,4,2
please meet my wife,मरी बीवी स मिलिए,4,4
thought pictured and essays collection himalaya,ससमरण रखाचितर और निबधो का सगरह: हिमालय,4,8
people were so empowered,लोग बहत सशकत थ |,4,5
calls are confidential,आप न किय हए दरभाष गपत रख जायग,4,9
and these    units,और इन 22 इकाइयो म,4,5
series land of west bengal,शरणी:पशचिम बगाल का भगोल,4,4
public solar lighting,सारवजनिक सौर परकाश परणाली,4,4
ramayana remedy of prambaanan,परमबानन क रामायण उपाय,4,4
this information and instructions,हम यह सचना और निरदश कस भज,4,7
represents an ancient form,एक पराचीन भाषा ह,4,4
we can learn more,हम जयादा सीख सकत ह,4,5
to change practical things,या वयावहारिक चीजो को बदलना भी नही,4,7
category  nobel prize honor,शरणी:नोबल परसकार सममानित,4,3
escape from informal arrest,नजरकद स पलायन,4,3
many people worry that,बहत लोगो को यह चिता ह,4,6
for all of humanity,यह हमार लिए असहनीय ह,4,5
region under central control,कनदरशासित परदश,4,2
is wonderful and enlightened,बहत अचछा ह |,4,4
thank you thank you,धनयवाद | धनयवाद |,4,4
and it s not enough,और यह काफी नही ह,4,5
see page,पषठ 94 दखिए,4,4
pretty much by faith,बहत कछ बस अपन विशवास स |,4,7
online ramayana,ऑनलाइन रामायण,4,5
he pointed out,उनहोन कहा :,4,3
you look around,आप चारो ओर दखिए -,4,5
politics is not changing,nan,4,1
major repairs and,बड मरममत क काम और,4,5
an   means to tell,‘अण' शबद का अरथ होता ह -कहना या बतलाना।,4,9
this is incredible really,य अविशवसनीय ह सच म।,4,5
akabar s nine jewels,अकबर क नवरतन,4,3
needs to listen consciously,को जररत ह सचतता स सनन की,4,7
but the unintended consequence,लकिन इसका अनभिपरत परिणाम यह हआ,4,6
a review as sound,धवनि क रप म सन सकत ह।,4,7
we re using compressed air,हम सकचित हवा का उपयोग कर रह ह |,4,9
doesn t feel like anything,कछ भी महसस नही करता ह,4,6
a company called epagogix,एक कपनी ह एपगोगिकस,4,4
to knowledge and learning,जञान और सीखन की कषमता स।,4,6
an audience must first,सबस पहल एक दरशक को,4,5
on a day to day basis,परतिदिन,4,1
we had knowledge about,हम जञान था,4,3
heating and air conditioning,गरमाई और वातानकलन,4,3
and left to worsen,वह और खराब होती चली गई,4,6
i know are important,जो मर विचार म महतवपरण ह,4,6
the cost to society,जिसकी कीमत समाज को चकानी पडती ह,4,7
indore news,इनदौर नयज,4,3
i wanted that wish,म चाहता था कि यह कामना,4,6
and he did,और उनहोन यही किया,4,5
so clearly apocalyptically minded authors,तो जाहिर ह इलहाम क तौर पर दिमाग लखको,4,9
all were equal,सभी समान ह,4,4
other type of cricket,करिकट क अनय परकार,4,4
existence of taj mahal,ताजमहल का असतितव,4,3
he burst out crying,मर पिताजी फट-फटकर रोन लग |,4,6
what s happening in education,जो शिकषा म हो रहा ह।,4,6
slow text based conversations,धीम लिखित सवाद,4,3
its capital is jaipur,यहा की राजधानी जयपर ह।,4,5
telephone,ठलपहोन : 01273 878770,4,4
but he keeps fighting,पर वो लडत रह |,4,5
that the counter insurgency strategy,कि आतकवाद विरोधी रणनीति,4,4
sex museum of mumbai,मबई यौन सगरहालय,4,3
we got all that,हमार पास इतना कछ ह,4,5
punjab kesari,पजाब कसरी,4,3
it was alive once,कभी वो जिनदा थी,4,4
starting of young age,यौवनारमभ,4,1
category  nitrutya jambu dweep,शरणी:नऋतय जबदवीप,4,2
between stars and planets,बार म सिखा रह ह,4,5
are they brutal killers,कया व खखर हतयार ह,4,6
was kindness toward strangers,और अनजान लोगो क परति दया का भाव।,4,8
what happened then,इसक बाद कया हआ,4,5
nor weakened by nostalgia,और न ही कमजोर होत ह ।,4,7
,सतय,4,1
there s a matched failure,भीषण असफलता का कम स कम एक उदाहरण मौजद ह।,4,10
in our recent history,स गजर रह ह |,4,5
because the kerosene lamp,उसका मिटटी तल का दिया,4,5
i say that s nonsense,म कहता ह यह बकवास ह,4,6
from analog to digital,एनालॉग स डिजिटल म।,4,4
so we must,इस लिय आवशयक ह कि हम :,4,7
we ve developed this ability,हमन य योगयता विकसित की ह,4,6
paying council tax,आप कौसिल कर भर रह ह,4,7
in a traditional classroom,एक पारपरिक कलासरम म,4,4
and as it happened,मगर हआ यह की,4,4
to make a difference,कछ करन क लिए,4,4
know about uttar pradesh,उततर परदश क बार म जान,4,6
that s how you keep,इसी तरह स आप रोक सकत ह,4,7
but they re playing geopolitics,लकिन वो भगोलीय राजनीति खल रह ह |,4,8
most have been seen,सरवाधिक दखा गया,4,3
they don t wear shoes,य लोग जत नही पहनत ”,4,5
anaasakti yog mahatma gandhiji,अनासकति योग - महातमा गाधी,4,5
sen code of practice,वयवहार नियमावली,4,3
instead they ve become sadly,बजाय इसक दःख की बात ह कि वो बन गयी ह,4,11
is a huge obstacle,भी बहत बडी रकावट ह,4,5
does come with risk,जोखिम जरर ह।,4,3
as a hub and spoke model,उप-असपतालो क रप म ।,4,5
was the strange enemy,हमारा दशमन था,4,3
ninestones of akbar,अकबर क नवरतन,4,3
indian archeological survey s description,भारतीय परातातविक सरवकषण वरणन,4,4
until it s too late,जब तक बहत दर हो चकी ह,4,7
like you or me,अाप और मझ जसा,4,4
and say  we re sorry,और कह “हम अफसोस ह ।,4,6
when in my inbox,10 परकाशन एजटो क परसताव मिल,4,6
plaque   unicode hindi editor,तखती : यनिकोड हिनदी समपादक,4,5
his personality is flawless,विलकषण वयकतितव ह उनका।,4,4
and yours is superstition,और आपकी अधविशवास पर आधारित,4,5
from providence rhode island,परोविडस रहोड दवीप स,4,4
it s so much money,जो बहोत सारा पसा था,4,5
it was completely preventable,यह परी तरह स रोका जा सकता था |,4,9
no hindi text availabe,इस पडाव पर इस अपरतयाशित दौड और सफलता क नात इनक करियर म इनह फरनकाइज टरफोट नामक निरदशक दवारा वन मन इडसटरी का नाम दिया।,4,25
does it matter,कया यह चिता का विषय हऋ,4,7
dam and river projects,बाध एव नदी परियोजनाए,4,4
you can exchange groups,“आप समह बदल सकत ह,4,5
muktbodh digital book depot,मकतबोध डिजिटल पसतकालय,4,3
premchand and international books,विशवबकस म परमचद,4,3
she s hugging the purse,वो अपन परस को गल लगाए ह,4,7
is the ultimatum game,आखिरी शरत का खल,4,4
that made printing possible,जिनहोन मदरण को सभव बनाया,4,5
when marvelous things happened,जिनम गजब की चीज हई,4,5
and moved to newcastle,और नयकसल चला आया,4,4
mangal,मगल,4,2
to attack the jews,यहदियो क खिलाफ इनका इसतमाल किया,4,6
out of desalination brine,डी-सलिनशन नमकीन स,4,3
they re called destination control elevators,इस गतवय नियतरण लिफट कहत ह,4,6
in movies and history,फिलम एव साहितय म,4,4
it squeeze the moisture,यह वो नमी सोखता ह,4,5
that s become deeply intertwined,गहराई स जङ गया ह,4,5
the characters of ramayana,महाभारत क पातर,4,3
its frame of reference,और उनका परिपरकष भी,4,4
beth israel s in boston,बठ बोसटन म ह,4,4
as only one thing,कवल एक वसत की तरह,4,5
i mean really though,मरा मतलब सच म कठिन,4,5
as it turns out,अब ऐसा ह कि,4,5
biography of amitabh bachan,अमिताभ बचचन जीवनि,4,3
rashdwar up the ladder,दशदवार स सोपान तक,4,5
the drip irrigation system,डरिप-सिचाई वयवसथा को,4,3
part of that experience,उसका सबस दःख भरा हिससा,4,5
we made a net,हमन लाखो और,4,3
how do females masturbate,लडकिया हसतमथन कस करती ह,4,5
premchand,परमचद,4,4
it also needs,इस और कछ भी चाहिए,4,5
category  geography of bihar,शरणी:बिहार का भगोल,4,3
sant ravidas nagar district,सत रविदास नगर जिला,4,4
viveka life,विवक जीवन,4,4
and in testing discovered,और परीकषणो न पाया कि,4,5
and so i did,i became a cartoonist,4,5
something very amazing happens,तो कछ अदबत होता ह।,4,5
we simply must converge,हम बस उन उततरो पर एक होना ह,4,8
please look at these,इनह भी दख,4,3
join your local library,अपन सथानीय पसतकालय का सदसय बन जाए,4,11
we taking your car,“हम आपकी गाडी ल जा रह ह ”,4,7
what is this feed,य फीड कया ह,4,4
this helps me understand,इस स मझ समझ आता ह कि,4,7
on building driving cars,ऐसी कार बनान जो,4,4
with a speech to text interface,जिसम आवाज को लखन म बदलन वाला सोफटवयर था,4,9
we went to africa,हम अफरीका गय,4,3
in pakistan and afghanistan,पाकिसतान और अफगानिसतान म,4,4
before it s too late,इसस पहल कि बहत दर हो जाए,4,7
people order new clothes,लोग नए-नए वसतर सिलवात ह।,4,5
class hindi poet of farurkhabad,शरणी:फररखाबाद क हिनदी कवि,4,4
but it is not,मगर य ह नही।,4,4
list of feed aggregaters,फीड एगरीगटरस की सची,4,4
while they are learning,जब वो सीख रह होत ह,4,6
and russia and elsewhere,और रस और अनय जगहो म,4,7
i collaborate with bacteria,म बकटीरिया क साथ काम करता ह,4,7
which is often lacking,जिसका अकसर अभाव ह,4,4
thank you very much,आप सभी का बहत धनयवाद|,4,5
political and administrative composition,राजनतिक-परशासनिक सरचना,4,2
spoke about this incident,इस घटना क बार म बात करत ह,4,8
the court held,अदालत न निरणय दिया :,4,5
category   hindi literature,शरणी:हिनदी साहितय,4,2
vivek jivan,विवक जीवन,4,4
modern period,आधनिक काल,4,6
has not been touched,जो इस स अछता रह गया हो,4,7
how fulfilling and long lasting,कि कितना सतषट और लमबा,4,5
category   country,शरणी:दश,4,1
also look at these,इनह भी दख,4,3
with a fill in the blank sentence,“ रिकत सथान भरो” वाकय बनाया :,4,7
said   allah s book,फरमाया-अललाह की पसतक,4,3
and make an icosahedron,और इस स एक आप न समदधिबाह चतषफलक बना सकत ह।,4,12
i wrote a book,मन एक किताब लिखी,4,4
from yayati came puru,ययाति स पर हए।,4,4
you were certifiably insane,आप निशचय ही पागल ह।,4,5
historic philadelphia city hall,ऐतहासिक फिलाडलफिया सिटी हॉल:,4,4
social ubiquitous and cheap,सामाजिक सरवसव और ससता,4,4
its topography is flat,इसकी सथलाकति सपाट ह।,4,4
is an interesting one,बहत रोचक ह,4,3
and they said  yeah,और उनहोन कहा “हा ”,4,4
category   buddha religion,शरणी:बौदध धरम,4,2
the unknown must be,वो चीज जो हम जानत नही,4,6
when i got out,जब म बाहर आया,4,4
elders came to me,बड-बढ मर पास आय,4,4
sole is immortal,14 आतमा अजर-अमर ह,4,4
you could feel secure,आप सरकषित महसस कर सकत ह,4,6
surdas s compositions in cognition,सरदास की रचनाए अनभति म,4,5
parkinson  s disease,पारकिनसन रोग,4,2
grade united state of america,शरणी:सयकत राजय अमरिका,4,3
kalpana chawla family foundation,कलपना चावला फाउडशन परिवार,4,4
pitch wicket and grease,पिच विकट और करीज,4,4
were kind of interesting,मर लिए बहत दिलचसप थी,4,5
viswanathan anand chess grandmaster,विशवनाथन आनद शतरज गरडमासटर,4,4
for applications like construction,निरमाण जस अनपरयोगो क लिए भी इसतमाल कर सकत ह|,4,10
rajasthan has    districts,राजसथान म    जिल ह -,4,6
but the issue is,लकिन मददा यह ह,4,4
it s understanding that gesture,वह सकत समझ रहा ह।,4,5
pull up the photos,और फोटो निकालना वगरह सीखन का मौका मिलगा ।,4,9
jean nouvel shigeru ban,और neil denari की डिजाइन की हई,4,7
at every period,हर अवधि म -,4,4
importance of literature history,मल कावय रचना इतिहास,4,4
president obama understands that,राषटरपति ओबामा इस बात को बिलकल समझत ह।,4,8
class map of uttar pradesh,शरणी:उततर परदश का भगोल,4,4
to use a stove,नही आता होगा,4,3
which do respond exactly,जो अचछी तरह स परतिकरिया दती ह,4,7
that is our regime,वो ह हमारी अपनी शासन पदधति स,4,7
on the informational devices,सचना दन वाल यतर पर,4,5
and so i said,तो मन कहा,4,3
index of devotional poets,भकत कवियो की सची,4,4
i had a choice,मर पास एक विकलप था |,4,6
which was crushing skulls,फटबाल क मदान म कधो स कध मिलाकर,4,8
american president election,अमरिका का राषटरपति चनाव,4,5
presidency of haripura congress,हरीपरा कागरस का अधयकषपद,4,4
mahadevi literature library   ramgad,महादवी साहितय सगरहालय रामगढ,4,4
he also wrote poems,वह कविता भी लिखा करत थ।,4,6
world religion general assembly,विशव धरम महासभा,4,3
and this changes gradually,और य भी बदल रहा ह।,4,6
inside a  d printer,एक 3 डी परिटर क अदर,4,6
topic  people of bengal,शरणी:बगाल क लोग,4,3
through their own genius,अपनी खद की बमिसाल सोच स,4,6
minicom,मिनिकॉमः 0845 6055560,4,3
had instances of knowledge,मन लोगो क पारमपरिक जञान का इसतमाल किया था,4,9
a global innovation fund,ऐसी ही नवपरवरतन निधि की जो कि विसव सतर पर काम कर,4,12
muslims traditions and culture,मसलमानो क करतवय और शरियत,4,5
unfortunately violent action,दरभागय स हिसक परतिकरिया,4,4
technology as something empowering,सशकत बनान म परौदयोगिकी की भमिका,4,6
which are always active,जो कि हमशा सकरीय ह,4,5
that s the second landmark,य दसरा चिहन ह,4,4
public relations office gwalior,जनसमपरक कारयालय गवालियर,4,3
this belongs to maharashtra,य महाराषटर स ह।,4,4
so seawater reverse osmosis,तो समदरी जल रिवरस ओसमोसिस स,4,6
authority of supreme court,सरवोचच नयायालय का कषतराधिकार,4,4
the hold on hinduism,हिद धरम स लगाव,4,4
is a membrane filtration technology,एक झिलली फिलटरशन परौदयोगिकी ह,4,5
that s the easy thing,य तो था आसान काम।,4,5
effectiveness in our lives,और सारथकता स हमार जीवन को भर द,4,8
category   life science,शरणी:जीव विजञान,4,2
class  god and goddess,शरणी:दवी-दवता,4,1
thank you very much,आप का बहत बहत धनयवाद।,4,5
and develop marketable products,बाजार क लायक उतपाद बनाय,4,5
what has blown up,जो फट चका ह,4,4
education is so essential,शिकषा अनिवारय ह।,4,3
we listen to differences,हम अतर को सनत ह,4,5
political parties  oh boy,राजनतिक पारटिया - बाप र,4,5
los angeles united states,लॉस एजिलिस सयकत राजय,4,4
which is effectively recognition,जो ह सवीकार करना |,4,5
claim form,2 अरजी का फॉरम भर सकत ह,4,8
that keeps constant temperature,जो तापमान को सथिर रखता ह,4,6
managed by the people,लोगो क दवारा सचालित होन लगा |,4,7
wouldn t get the money,को पस नही मिलग,4,4
new old windows,नय परान झरोख,4,4
the revolution is happening,कराति हो रही ह |,4,5
from    different countries,जो कि    अलग दशो स ह।,4,7
gyanamratam   veda aranya,जञानामतम - वद अरणय,4,4
and pioneer germ fighters,और अगरणी रोगाण-नाशको क बार म,4,6
between men and women,आदमी और औरत क बीच,4,5
sofomo   news editor,sofomo - समाचार सकलक,4,4
markus fischer  yeah sure,मरकस फिशर: हा जरर,4,4
that i have tested,जिनका मन परिकषण किया ह,4,5
and what happens next,अब आग कया होगा,4,4
principle of power distribution,शकति पथककरण का सिदधात,4,4
dainik jagran number,दनिक जागरण नमबर,4,4
field diameter is normally,मदान का वयास सामानय होता ह।,4,6
hinduism spells unity,18 हिनदतव एकतव का दरशन ह,4,6
i ve spent my career,म अपन करियर खरच किया ह,4,6
it s about them plural,य उन दोनो की ह बहवचन बन गई ह,4,9
of africa s fundamental problems,अफरिका क मल समसयाओ का नही,4,6
in the violent atmosphere,इस आतक क वातावरण म निभा सकत ह,4,8
use the rebus principle,रिबास सिदधात का उपयोग करती ह,4,6
bahuth din beete,बहत दिन बीत,4,4
phone,फोन ः 01624 687025,4,4
dispute on video ranking,वीडियो रकिग पर विवाद,4,4
and that means permissionless,और इसका मतलब अनमति स मकत सवततर,4,7
coming in between progress,6 गतिवरोध पदा होना,4,4
under the brooklyn bridge,बरकलिन पल क नीच,4,5
dainik jagaran november,दनिक जागरण नमबर,4,4
but we as adults,लकिन वयसको की तरह हम,4,5
amar ujala  navin,unicodith),4,2
rajya sabha members pravadhan,राजय सभा म मनोनीत सदसयो का परावधान ह,4,8
pictures of vrindavan s deepawali,वनदावन की दीपावली की तसवीर,4,5
looking down over pasadena,पासाडना की तरफ दखन पर।,4,5
national message targeted individuals,राषटरीय सदश लकषित वयकति,4,4
sachin tendulkar is great,सचिन तडलकर उभयहसत ह।,4,4
when you re not there,जब आप वहा नही होत,4,5
a  rrb  mainstream transport,क ) मखयधारा की यातायात,4,6
like love and compassion,परम और करणा की तरह,4,5
it may still exist,i don't know,4,4
akbars capital is sikandara,अकबर का मकबरा सिकदरा,4,4
about being a man,ह परष होन क बार म|,4,6
politics,राजनीति :     -,4,3
these are massive machines,य विशालकाय तनतर ह,4,4
so what s the data,तो डटा कया ह,4,4
that was easy ok,यह तो आसान था ठीक ह,4,6
pillars of islam,इसलाम क   सतमभ,4,4
an ultralight indoor flying model,एक बहत हलका अनदर उडन वाला नमना,4,7
it gets way better,य और भी बहतर हो जाता ह|,4,7
was a big investor,एक बहत बड निवशक था,4,5
forgiveness is supreme,माफ कर दना सबस बडी महानता ह -,4,8
modern poet,आधनिक कवि:,4,3
proposal of non belief,अविशवास परसताव,4,2
science and just observation,विजञान और सही अवलोकन,4,4
that s what he heard,उसन य सना था ।,4,5
in that area alone,सिरफ उस कषतर म,4,4
why should it,पर ऐसा होता कयो ह,4,6
is the light footprint,वोह था हलका पदचिहन,4,4
in this learning exercise,इस सिखलाई की कवायद म,4,5
turns on the lights,उन बततियो को जलात ह,4,5
escaped from house arrest,नजरकद स पलायन,4,3
of what we do,हमार काम क बार म |,4,6
to    percent,10 स 15 परतिशत।,4,4
i believe in you,मझ तम पर भरोसा हो।,4,5
but absolutely no baloney,बलोनी बिलकल नही,4,3
even in the womb,गरभ म भी,4,3
islamic rule in,म इसलामी समराजय।,4,4
other types of cricket,करिकट क अनय परकार,4,4
i wouldn t have to,तो मझ नही बनान पडत।,4,5
jsa and voluntary work,झशा और वोलनटरय काम,4,4
and to understand that,वह समझन क लिए,4,4
teaching children road safety,बचचो को सडक सरकषा क बार म सीखाना,4,9
puran poli ambat varan,परण पोळी आबट वरण,4,4
nowadays is the newspaper,आजकल क समय म समाचार पतर ह,4,8
your call your call,आपका चनाव| आपका चनाव|,4,4
and in this slide,और इस पषठ पर,4,4
